"Country Name","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","People using at least basic drinking water services (% of population)","Hospital beds (per 1,000 people)","Nurses and midwives (per 1,000 people)","Smoking prevalence, total (ages 15+) %","Diabetes prevalence (% of population ages 20 to 79)","People with basic handwashing facilities including soap and water (% of population)","Current health expenditure (% of GDP)","Current health expenditure per capita (current US$)","Out-of-pocket expenditure (% of current health expenditure)","Life expectancy at birth, total (years)","Population ages 65 and above (% of total population)"
"St. Lucia","18.8","9.7","98.162001417055","1.3","3.1547","","11.6","87.201962128677","4.5458868145943","460.06881713867","44.753098487854","76.057","10.035012856283"
"Latin America & Caribbean","16.010388180793","13.626838997917","96.618772069854","2.1755204481043","5.0610379947819","","9.694271356913","","8.017412178464","685.31702184882","28.237762274722","75.440915486084","8.7019307566598"
"Least developed countries: UN classification","21.628850454114","47.549985678676","64.574043571353","","0.72423436232138","13","6.4420581881815","28.278144819925","4.1130700825618","47.195286495353","52.377421661302","65.039624121296","3.5630978631105"
"Low income","22.330200748714","49.658754565508","56.17788151497","0.8121400491635","0.91258403091828","15.014728841669","6.3932788326396","19.554940119326","5.6962711743614","44.809596538149","51.496148286441","63.496338750408","3.2768419933869"
"Liechtenstein","","","100","","","19.719753259061","9.4","","","","","83.041463414634",""
"Sri Lanka","17.4","7.5","89.416292425835","3.6","2.1803","26.7","10.7","","3.8114205002785","159.48474121094","49.757796525955","76.812","10.838805756947"
"Lower middle income","22.541872970476","31.328054030836","88.31959138731","0.98760337357462","1.7927531141967","24.748186203214","9.5132462249874","57.094910563055","4.0451052179045","80.500917741357","55.707653365167","68.422469086816","5.6391748490442"
"Low & middle income","20.291944310549","23.228303981414","87.683218603235","2.4151576712591","2.4762160711947","28.8","9.0065227457589","","5.3884439006212","249.51367636624","36.509238583624","70.998807594545","7.3402675004278"
"Lesotho","26.6","59.3","68.649937584619","","3.2567","23.5","4.5","2.1171114108911","8.7631583213806","104.55279541016","16.642640531063","53.705","4.9258258252606"
"Late-demographic dividend","17.645944737175","5.8817188510474","94.287249946798","4.2187315242763","4.0082421123668","37","8.8309382887448","","5.691942822225","506.21664587585","32.729638239042","76.22443889602","11.184192456358"
"Lithuania","20.7","3.6","97.542068103766","7.3","9.8472","","3.8","","6.4575642347336","1078.1791992188","32.273811101914","75.680487804878","20.158412713022"
"Luxembourg","10","4.9","99.889603191058","5.1","12.1744","","5","","5.4810743778944","5782.6284179688","10.689541697502","82.29512195122","14.274948881732"
"Latvia","21.9","2.7","98.62618237194","5.8","4.7517","23.4","5","","5.9556618332863","930.35235595703","41.987577080727","74.782926829268","20.336511003318"
"Macau","","","100","","","","4.3","","","","","84.118","11.211735590098"
"St. Martin (French part)","","","","","","24.2","","","","","","79.870731707317",""
"Morocco","12.4","14","86.778512663149","1.1","1.3887","","7","","5.2452001720667","161.01086425781","53.936213254929","76.453","7.3004547709216"
"Monaco","","","100","13.8","20.1609","28.3","2.9","","1.7727022990584","2932.421875","6.8878389894962","",""
"Moldova","24.9","4.2","89.055652652662","6.2","4.9235","19.475427803616","5.7","86.979417484225","7.0129506289959","191.18577575684","43.635484576225","71.808","12.013119107018"
"Madagascar","22.9","46.2","54.403981640779","0.2","0.146","14","4.5","50.540350916181","5.50203807652","24.670837402344","24.685411155224","66.681","3.0440641281587"
"Maldives","13.4","8","99.256200987892","4.3","6.4282","","9.2","95.802862936676","9.0299762785435","1006.9387817383","20.646998286247","78.627","3.6410002391925"
"Middle East & North Africa","18.861208810805","12.053483927511","94.086830858415","1.6284850701465","2.5429362737312","20.168370727499","11.373898186063","","5.6851857741292","458.96085678952","34.258544411585","74.088909256683","5.3083304394287"
"Mexico","15.7","9.8","99.318218890349","1.5","2.3961","","13.5","87.84668421727","5.5165413767099","494.67764282227","41.283276677132","74.992","7.4166606042449"
"Marshall Islands","","","88.486437884573","2.7","3.339","12.3","30.5","82.502167283569","16.402940452099","642.19915771484","12.413543462753","",""
"Middle income","20.150862869705","19.95903142301","91.207401120664","2.3957516035055","2.6525448366282","25.5","9.2438984548233","","5.3846474103008","269.49670596572","36.267045625858","71.854614397749","7.8112414159085"
"North Macedonia","20.3","1.9","93.141462846526","4.4","3.7917","20.3","9.3","","6.0621149837971","328.41979980469","31.905615329742","75.688","14.085422367323"
"Mali","24.6","60.6","78.260829577264","0.1","0.3585","19.437298311986","2.4","52.232083918447","3.7939850240946","31.378105163574","35.11301279068","58.893","2.4951278182439"
"Malta","10.8","6.4","100.00000221355","4.8","9.4833","45.9","8.3","","9.3409992754459","2585.5639648438","34.753787517548","82.448780487805","20.817172753944"
"Myanmar","24.2","23.6","81.774048526166","0.9","0.9993","25.6","3.9","79.287085479675","4.6590723097324","58.043956756592","76.23096704483","66.867","6.0117045995757"
"Middle East & North Africa (excluding high income)","19.574191475723","12.242657311341","93.222937274412","1.5166967169274","2.00868081163","","10.790643619589","","6.6845710566941","262.15307165908","44.237580222634","73.587358214888","5.5021456411771"
"Montenegro","20.6","1.4","97.042050109391","4","5.2294","16.6","9","","","","","76.77","15.389172068849"
"Mongolia","30.2","9.7","83.313115007116","7","3.8938","","4.7","71.17954890613","4.0023010224104","148.7844543457","32.15246796608","69.689","4.1893334515701"
"Northern Mariana Islands","","","100","","","21.6","","","","","","",""
"Mozambique","18.4","65.3","55.693975618687","0.7","0.6847","14.5","3.3","12.226983803799","4.9411982297897","21.071155548096","7.3953345417976","60.163","2.8784461692662"
"Mauritania","18.1","53.4","70.696187645099","","0.9252","21.5","7.1","42.999048887847","4.4031515717506","48.81713104248","49.545481801033","64.704","3.1562438131063"
"Mauritius","22.6","6.5","99.866331354597","3.4","3.5152","21.02824537958","22","","5.7187207043171","599.69976806641","48.865649104118","74.416341463415","11.99872722633"
"Malawi","16.4","59.7","68.831876760924","1.3","0.4386","21.4","4.5","8.703956048183","9.6482314169407","32.259384155273","10.590387135744","63.798","2.6420241790819"
"Malaysia","17.2","17.5","96.695938905428","1.9","3.4676","","16.7","","3.8593981415033","384.06607055664","37.947195768356","75.997","6.9207713092958"
"North America","14.088524489421","5.2335109750843","99.286186681033","2.9","14.078931732833","7.7","10.461438276634","","16.554758959885","9691.0893394714","11.153540230918","78.886890545727","16.357391910239"
"Namibia","21.3","49.3","82.541098871474","2.7","1.954","5.8","4.5","44.599903852755","8.5509568452835","447.28063964844","7.7341951429844","63.373","3.6080544230777"
"New Caledonia","","","99.328597588897","","","","21.8","","","","","77.148780487805","9.4267020335986"
"Niger","20","62.7","50.273065063509","0.3","0.2695","25.8","2.4","","7.7399626374245","29.261650085449","47.828513383865","62.024","2.5967114264835"
"Nigeria","22.5","62.7","71.376630701811","","1.1792","20.2","3.1","41.948915330676","3.7555385380983","73.924980163574","77.224802970886","54.332","2.743083338192"
"Nicaragua","14.2","10.9","81.524763535089","0.9","1.5334","22.8","11.4","","8.6454652249813","192.08338928223","32.599049806595","74.275","5.4579923739997"
"Netherlands","11.2","5.2","99.999999283454","4.7","11.1839","40","5.4","","10.100834816694","4911.4404296875","11.0869333148","81.812195121951","19.605319723252"
"Norway","9.2","7.3","100.00000460175","3.9","18.2248","16","5.3","","10.446342080831","7936.375","14.177286624908","82.758536585366","17.272665921403"
"Nepal","21.8","25","88.812249522381","0.3","3.1084","23.097481128594","7.2","47.781840000327","5.5532950907946","47.915363311768","57.798552513123","70.478","5.7825676166454"
"Nauru","","","99.484934419357","","7.6636","11.1","12","","11.017515510321","1106.7509765625","0.92451861128211","",""
"New Zealand","10.1","4.6","100","2.8","12.4482","23.212059888714","6.2","","9.1700553894043","3937.2219238281","13.577073812485","81.858536585366","15.993956174109"
"OECD members","12.538402082505","6.7697470113648","99.41915349751","3.7052408748382","9.6374719469803","20.1","8.316848132191","","12.508275229507","4675.683246962","13.839681845866","80.077556735736","17.104897010758"
"Oman","17.8","10.5","91.938078418894","1.6","4.1965","6.1","10.1","","3.849071636796","587.64630126953","6.6925913095474","77.633","2.4485898050768"
"Other small states","18.380454369749","39.525806236591","85.721057987066","","3.7749224853887","4.8","8.2417729316188","","4.5608937929034","639.8970203714","21.957671398428","68.54693170384","5.5738623862955"
"Pakistan","24.7","34.9","91.465450732994","0.6","0.6683","24.3","19.9","59.606912458763","2.8986336663365","44.592964172363","60.236877202988","67.114","4.3224077088835"
"Panama","13","15.6","96.382418947718","2.3","3.0741","15.6","7.7","","7.3194913566113","1112.3032226562","33.270066976547","78.329","8.313836605212"
"Peru","12.6","20.3","91.127870970988","1.6","2.4398","36.3","6.6","","4.9951504915953","332.57092285156","28.1882584095","76.516","8.393478860476"
"Philippines","26.8","25.2","93.568376039874","1","4.9351","28","7.1","78.462963030932","4.4464077800512","132.90098571777","53.045779466629","71.095","5.3149962195912"
"Palau","","","99.999997805527","4.8","7.2626","","17.9","","11.961162090301","1596.3629150391","15.457022190094","",""
"Papua New Guinea","30","36.1","41.327049416571","","0.4548","","17.9","","2.4692760780454","61.45783996582","8.9985445141792","64.263","3.5094254184856"
"Poland","18.7","5","99.724682540735","6.5","6.8926","","6.1","","6.5419539809227","906.82012939453","23.049792647362","77.60243902439","18.11689725296"
"Pre-demographic dividend","21.261291789947","57.068028647701","62.084118846493","","0.85146878449435","22.7","5.3712796396426","29.825963408946","4.3541317543919","65.896891395763","55.638112454195","60.820956295376","2.7682337709021"
"Puerto Rico","","","97.124790662192","","","13.4","13.7","","","","","79.778195121951","19.69708952863"
"Korea, Dem. Peopleâ€™s Rep.","25.6","9.5","94.512452815742","13.2","4.4489","","6.4","","","","","72.095","9.2580888898811"
"Portugal","11.1","10.2","99.907660209244","3.4","6.9746","","9.8","","8.9695744216442","1908.0339355469","27.532079815865","81.324390243902","22.35669071962"
"Paraguay","17.5","13.7","99.610197728488","1.3","1.6604","24.512482666756","9.6","79.601525300844","6.6545687615871","381.11306762695","44.176253676414","74.131","6.6208246955556"
"West Bank and Gaza","","","96.826896244167","","","","9.5","","","","","73.895","3.1734124004802"
"Pacific island small states","26.837075504306","15.106035118364","85.436685084202","2.0768964148197","2.7975601379037","20.6","15.325310861322","","4.994461551136","199.00904111287","10.604915694997","69.929057966298","4.6275499755503"
"Post-demographic dividend","12.425810843943","6.4199555483677","99.250263827837","4.6073577653519","11.218792094035","29.7","7.5789779281551","","12.954802545151","5550.6246089383","13.470726750402","80.659892001875","19.292064121791"
"French Polynesia","","","100","","9.7653597974663","39.3","19.5","","","","","77.462","8.68067615034"
"Qatar","15.3","5.2","99.568101936262","1.4","7.2628","12.3","15.6","","2.6074286550283","1649.1861572266","8.902657777071","80.1","1.5231631172568"
"Romania","21.4","4.2","100","6.3","7.3891","13.674745594469","6.9","","5.1578883081675","555.10473632812","20.488046109676","75.358536585366","18.79006578875"
"Russia","25.4","4.8","97.089911200025","8.2","8.5429","15.6","6.1","","5.3445778787136","585.87322998047","40.493083000183","72.657317073171","15.094125232423"
"Rwanda","18.2","42.4","57.713278534913","1.6","1.2044","","5.1","4.6172783449698","6.5715983510017","49.204456329346","6.2479995191097","68.7","3.0282530619033"
"South Asia","23.256881238093","26.95450038267","92.307813961646","0.67426183450707","1.4827379787896","8.2","11.237926446202","56.704852324674","3.462648335631","64.465393041457","62.48868588668","69.412247646149","5.9939048851501"
"Saudi Arabia","16.4","10.6","100","2.7","5.4763","16.5","15.8","","5.2302531898022","1093.4055175781","16.859786212444","74.998","3.4128865996228"
"Sudan","26","35.2","60.267091161123","0.8","0.6952","","22.1","23.437364964213","6.3418075442314","193.79304504394","72.479665279388","65.095","3.6273173264774"
"Senegal","18.1","45.7","80.677853867238","0.3","0.3127","24.8","2.4","24.145876076643","4.1340637952089","55.014038085938","52.39982008934","67.665","3.0984764454206"
"Singapore","9.3","22.7","100","2.4","6.2432","9.9","5.5","","4.4403828680515","2618.7124023438","32.125240564346","83.146341463415","12.393129482316"
"Solomon Islands","23.8","22.2","67.775957209575","1.4","2.1642","","19","35.889673180154","4.6849191188812","101.23986816406","5.3991623222828","72.835","3.6308099303846"
"Sierra Leone","30.5","57.9","60.806986935939","","0.2239","","2.4","19.275138162479","13.420927524567","66.402183532715","50.412553548813","54.309","2.9477366231442"
"El Salvador","14","10.8","97.388374971494","1.3","1.8344","38.9","8.8","90.649684851048","7.2275601327419","282.49102783203","29.19645011425","73.096","8.4695825694776"
"San Marino","","","100","3.8","8.2067","10.149274820585","5.9","","7.3640830814838","3361.6447753906","17.333999276161","",""
"Somalia","21.8","64.2","52.436189066323","0.9","0.1119","","5.1","9.8312489831975","","","","57.068","2.8892038123656"
"Serbia","19.1","2.4","85.522116287449","5.7","6.0855","10.176913734358","9","","8.4339581429958","528.54516601562","41.752362251282","75.890243902439","18.740503417886"
"Sub-Saharan Africa (excluding high income)","21.012599970882","56.41535041019","60.884919740574","","0.98201005609108","22.35150734998","5.3313055593086","25.456570168479","5.1145401085424","83.062328128265","35.429179772182","61.256533132745","2.9933936125854"
"South Sudan","19.8","63.4","40.676012150164","","","","10.2","","9.760994464159","22.888572692871","19.192814826965","57.604","3.3768051365955"
"Sub-Saharan Africa","21.016301454638","56.356563710629","60.935474906238","","0.98574458602304","25","5.359439782362","25.456570168479","5.1193727062783","83.758818008056","35.536740113962","61.273014648579","3.0041148242581"
"Small states","18.983512160215","33.382112138732","87.301238357848","","3.4538885422866","30.1","9.2684522391454","","4.8016685647834","602.03820813386","23.766110849785","69.541132660545","6.126882237363"
"Sao Tome and Principe","18.5","33.9","84.290159929468","","1.9242","22.5","2.4","41.339874618114","6.229991465807","119.69565582275","13.776560127735","70.17","2.9601592143442"
"Suriname","21.7","13.3","95.424744966704","","2.7569","18.8","12.5","","6.2297698110342","339.32797241211","26.379591226578","71.57","7.0151297276099"
"Slovak Republic","17.2","4.8","99.787734110239","5.8","6.0671","9","6.5","","6.7425347864628","1186.1363525391","18.713185191155","77.265853658537","16.172363892115"
"Slovenia","12.7","5","99.535025505368","4.6","9.9745","","5.9","","8.1870175898075","1920.2818603516","12.328168749809","81.378048780488","20.186284008787"
"Sweden","9.1","5.2","100.0000024634","2.6","11.8164","21.5","4.8","","11.018746346235","5904.583984375","15.032604336739","82.558536585366","20.198569623566"
"Eswatini","26.7","53.7","69.008655144746","2.1","4.1415","","4.5","24.096963344597","6.9303780794144","224.73677062988","10.496746003628","59.401","4.0147892660239"
"Sint Maarten (Dutch part)","","","95.074119553168","","","","6.8","","","","","",""
"Seychelles","21.2","11.9","96.249012558802","3.6","8.0773","","12.3","","5.0067350268364","791.65667724609","24.599426984787","72.841463414634","7.8054819468175"
"Syrian Arab Republic","21.8","5.1","97.216506208084","1.5","1.5406","26.7134317654","13.5","70.598089720866","","","","71.779","4.6918551024933"
"Turks and Caicos Islands","","","94.318181818182","","","30.787191868589","","","","","","",""
"Chad","23.9","63.4","38.70059942935","","0.2322","7.4","6","5.8180937799882","4.4873014092445","29.730863571167","58.02316069603","53.977","2.4916416230991"
"East Asia & Pacific (IDA & IBRD countries)","18.610922383185","8.7099380098128","92.131603851464","3.5142490496806","2.634241145576","19.9","8.5141021443295","","4.9125123756018","344.28939915136","36.1000626026","75.24922911359","9.9395747147941"
"Europe & Central Asia (IDA & IBRD countries)","22.599417002964","4.9216730614421","96.660184593441","6.3628479076326","6.867280787835","","7.0990946041614","","5.4050290863514","462.71526877302","33.770321315173","74.037602900507","12.879987151454"
"Togo","23.6","51.7","65.128840187857","0.7","0.4102","","2.4","10.474805591736","6.199512258172","38.048713684082","58.420127630234","60.76","2.8873475910395"
"Thailand","14.5","15.8","99.930711576602","2.1","2.7593","13.909887030896","7","83.923358195467","3.7460163235664","247.03511047363","11.146562546492","76.931","12.406250334827"
"Tajikistan","25.3","23.2","81.19627480156","4.8","4.7534","42.6","6.1","72.703504543367","7.2288148105145","57.899852752685","63.152414560318","70.879","3.0859612115329"
"Turkmenistan","29.5","17.2","98.814327984127","7.4","4.4273","19.437298311986","6.1","100","6.930448114872","456.48266601562","72.758024930954","68.073","4.5924253238213"
"Latin America & the Caribbean (IDA & IBRD countries)","16.001786618788","13.763899499526","96.637783529376","2.0918579341407","5.0168781006364","27.9","9.6710667716553","","7.956239070119","678.87484763254","28.693934939238","75.35738077791","8.515293892298"
"Timor-Leste","19.9","45.6","78.343865743815","5.9","1.668","13.674745594469","6.7","28.178228837772","3.8822934031486","83.197708129883","8.3449155092239","69.26","4.2865351139377"
"Middle East & North Africa (IDA & IBRD countries)","19.574191475723","12.242657311341","93.179789513655","1.5166967169274","2.00868081163","10.176913734358","10.804615522618","","6.6845710566941","262.15307165908","44.237580222634","73.583642805341","5.5305022629258"
"Tonga","23.3","11.7","99.906827745145","2.6","4.157","","15.7","","5.2693113684654","222.0154876709","10.630552470684","70.801","5.9419679598829"
"South Asia (IDA & IBRD)","23.256881238093","26.95450038267","92.307813961646","0.67426183450707","1.4827379787896","32.7","11.237926446202","56.704852324674","3.462648335631","64.465393041457","62.48868588668","69.412247646149","5.9939048851501"
"Sub-Saharan Africa (IDA & IBRD countries)","21.016301454638","56.356563710629","60.935474906238","","0.98574458602304","27.2","5.359439782362","25.456570168479","5.1193727062783","83.758818008056","35.536740113962","61.273014648579","3.0041148242581"
"Trinidad and Tobago","21.3","9","98.184962059394","3","4.0934","","11","89.443203835968","6.9787353277206","1124.0916748047","39.777433872223","73.38","11.118208022664"
"Tunisia","16.1","7.8","96.254703637125","2.2","2.5136","14.8","8.5","78.686890648783","7.2324573993683","250.5622253418","39.120161533356","76.505","8.5934685561919"
"Turkey","16.1","4.4","98.875718152611","2.7","2.7107","10","11.1","","4.2163029313087","444.65368652344","17.384201288223","77.437","8.7262838261929"
"Tuvalu","","","99.272240003824","","4.2609","28.9","22.1","","17.142555117607","622.17669677734","0.52217990159988","",""
"Tanzania","17.9","55.8","56.726450317447","0.7","0.5843","24.871541021538","5.7","47.95269270936","3.6454513669014","33.916576385498","24.096137285233","65.015","2.6205411031716"
"Uganda","21.9","54.5","49.104032386905","0.5","1.2382","16.8","2.5","21.222489459479","6.1877559870481","38.426441192627","39.071407914162","62.973","1.9625501873814"
"UK","24.7","4.1","93.790820110673","8.8","6.661","21.8","6.1","","6.9953203201294","177.40888977051","52.316921949387","71.582682926829","16.704990389747"
"Upper middle income","18.313523079568","8.6620008736669","94.157306718898","3.5437644576605","3.514390094989","12.6","9.0014275529386","","5.7192837636197","459.9180422626","32.87370168753","75.328977210435","10.028587348572"
"Uruguay","16.7","7.6","99.402363500494","2.8","1.9412","","7.3","","9.2962116003036","1591.533203125","17.549434304237","77.77","14.941240430374"
"US","14.6","5.2","99.269192070895","2.9","14.548","","10.8","","17.061269283295","10246.138671875","10.992921888828","78.539024390244","16.209606142851"
"Uzbekistan","24.5","10.3","97.833452709687","4","11.2804","","6.5","","6.4143851399422","98.824577331543","53.431361913681","71.573","4.5952157249793"
"St. Vincent and the Grenadines","23.2","13.4","95.14521990021","2.6","7.0145","","11.6","","4.4871252030134","320.59329223633","31.18742108345","72.415","9.7405709428605"
"Venezuela, RB","18.1","11.3","95.723711319183","0.8","0.9416","22.8","7","","1.1812101118267","94.229377746582","62.987875938415","72.128","7.6109903731012"
"Virgin Islands (U.S.)","","","99.864383561644","","","18.6","14.2","","","","","",""
"Vietnam","","","98.718267375869","","","20.485071212114","12.3","","","","","79.568292682927","19.875117137448"
"Vanuatu","17.1","11.5","94.718805606213","2.6","1.4463","27.7","6","85.846544149118","5.5321283638477","129.57595825195","45.257937908173","75.317","7.5536729417871"
"World","23.3","18.8","91.256803949503","1.7","1.4247","","11.9","25.209149696084","3.3168531954289","105.66652679443","8.96036028862","70.323","3.6160889950047"
"Samoa","18.777484217286","20.177169519583","89.59809993423","2.704488106358","3.8158356650884","18.4","8.8120444185641","","9.8838295416487","1061.146744897","18.207283567061","72.563274481284","9.0991226827045"
"Kosovo","20.6","12","97.38259524098","1","2.4885","20.3","9.2","","5.4827857762575","233.06506347656","11.857058107853","73.187","4.9331040046272"
"Yemen, Rep.","","","","","","13.8","","","","","","72.19512195122",""
"South Africa","30.6","28.7","63.473474340645","0.7","0.7852","15.8","5.4","49.542354428426","4.2345754802227","","80.957239866257","66.096","2.9021406750899"
"Zambia","26.2","39.6","92.678701936525","2.8","1.3078","","12.7","43.992573592854","8.1131182610989","499.23754882812","7.7669233083725","63.857","5.4152556077903"
"Zimbabwe","17.9","60.6","59.963756508788","2","1.3376","","4.5","13.938080013634","4.4703412801027","67.648666381836","11.849131435156","63.51","2.1153147382878"
"","19.3","54.6","64.051229703544","1.7","1.9346","","1.8","36.791261173295","6.6359162330627","110.14962005615","20.622339844704","61.195","2.9806080625078"
